id,tags,quote,author
158542,"['being-happy', 'change-your-life', 'gotospirit-com', 'jeanne-mcelvaney', 'life-purpose', 'old-maggie-s-spirit-whispers', 'personal-development', 'personal-development-insights', 'self-awareness', 'self-improvement', 'time-slipping', 'women-and-empowerment']",hoices create our map as we travel toward the new reality we are creating ,"Jeanne McElvaney, Old Maggie's Spirit Whispers"
470877,"['Day', 'Great', 'Work']","If I end up having a novel that sells really well and that allows me to pay for health insurance and mortgage without having to work at a day job, that would be great.",Ken Liu
196430,"['king', 'love', 'paranormal-romance', 'queen']",ow can the daughter of an whore ever think to hold the heart of a King,"Jen A. Durand, Shadowy Lights: Fear"
275330,"['alert', 'awareness', 'dream-job']","Acts don't mean anything. Acts do not matter--you,your awareness, your being conscious,mindful, is what matters. What you do is not the concern.","Osho, Awareness: The Key to Living in Balance"
100716,['DadaBhagwan'],atience is not something that you kee,patience is something that you learn. How is patience learnt? By sitting with those who have patience and by observing those who have patience.
78797,"['borges', 'dream', 'dreams', 'ein-traum', 'franz-kafka', 'jorge-luis-borges', 'kafka']","The three of them knew it. She was Kafka’s mistress. Kafka had dreamt her. The three of them knew it. He was Kafka’s friend. Kafka had dreamt him. The three of them knew it. The woman said to the friend, Tonight I want you to have me. The three of them knew it. The man replied: If we sin, Kafka will stop dreaming us. One of them knew it. There was no longer anyone on earth. Kafka said to himself Now the two of them have gone, I’m left alone. I’ll stop dreaming myself.",Jorge Luis Borges
216697,"['accountability', 'accountable', 'avoid', 'avoidance', 'blame', 'blame-placing', 'blaming', 'excuses', 'fail', 'failure', 'integrity', 'irresponsible', 'justification', 'justify', 'rationalization', 'rationalize', 'responsibility', 'responsible']",he reason placing blame repeatedly fails to work is that I repeatedly place it on everyone else instead of where it actually belongs,Craig D. Lounsbrough
77085,['war'],"War, it will be seen, is now a purely internal affair. In the past, the ruling groups of all countries, although they might recognize their common interest and therefore limit the destructiveness of war, did fight against one another, and the victor always plundered the vanquished. In our own day they are not fighting against one another at all. The war is waged by each ruling group against its own subjects, and the object of the war is not to make or prevent conquests of territory, but to keep the structure of society intact.","George Orwell, 1984"
334458,"['death-and-dying', 'mortality']","They were obviously headstones of graves, though the graves themselves no longer existed as either mounds or depressions; the years had leveled all. Scattered here and there, more massive blocks showed where some pompous or ambitious monument had once flung its feeble defiance at oblivion.","Ambrose Bierce, An Inhabitant of Carcosa"
230503,"['bad', 'delusions', 'evil', 'good']","Most people are good and occasionally do something they know is bad. Some people are bad and struggle every day to keep it under control. Others are corrupt to the core and don’t give a damn, as long as they don’t get caught. But evil is a completely different creature, Mac. Evil is bad that believes it’s good.","Karen Marie Moning, Shadowfever"
73717,"['friendship', 'gideon']","Because you're my friend, wingnut.","John Green, Will Grayson, Will Grayson"
69262,"['calling', 'earth', 'fulfilment', 'goals', 'life', 'mission', 'people', 'purpose']", person who does not do anything for the fulfilment of his goal and mission on earth is a “living dea,Sunday Adelaja
82458,['humour'],"Stephen nodded. 'Tell me,' he said, in a low voice, some moments later. 'Were I under naval discipline, could that fellow have me whipped?'He nodded towards Mr Marshall. 'The master?' cried Jack, with inexpressible amazement. 'Yes,' said Stephen looking attentively at him, with his head slightly inclined to the left. 'But he is the master...' said Jack. If Stephen had called the sophies stem her stern, or her truck her keel, he would have understood the situation directly; but that Stephen should confuse the chain of command, the relative status of a captain and a master, of a commissioned officer and a warrant officer, so subverted the natural order, so undermined the sempiternal universe, that for a moment his mind could hardly encompass it. Yet Jack, though no great scholar, no judge of a hexameter, was tolerably quick, and after gasping no more than twice he said, 'My dear sir, I beleive you have been lead astray by the words master and master and commander- illogical terms, I must confess. The first is subordinate to the second. You must allow me to explain our naval ranks some time. But in any case you will never be flogged- no, no; you shall not be flogged,' he added, gazing with pure affection, and with something like awe, at so magnificent a prodigy, at an ignorance so very far beyond anything that even his wide-ranging mind had yet conceived.","Patrick O'Brian, Master and Commander"
353667,"['life', 'water']",ife in us is like the water in a river,Henry David Thoreau
348950,['dogs'],"The greatest pleasure of a dog is that you may make a fool of yourself with him, and not only will he not scold you, but he will make a fool of himself, too.",Samuel Butler
257471,"['brenna-yovanoff', 'identity', 'the-space-between']","I've never been impulsive. It's always been in my nature to consider things carefully and then decide upon the best solution. Except, sometimes the circumstances change. Sometimes things get so complicated and so bad that your nature just doesn't matter anymore.","Brenna Yovanoff, The Space Between"
438395,"['Gold', 'Mind', 'Said']","Keep in mind that there are computers, that do touch things up. Like when I got a hold of the poster for 'Gold Diggers,' I said: 'Hey, wait a minute! Those aren't my teeth!'",Anna Chlumsky
92697,"['christianity', 'generosity']","God says, 'I will measure my people by the one standard that counts. It’s very simple. Are people hungry? Feed them. Are people sick? Help them. Are people oppressed? Stick up for them. Are the widows lonely? Visit them. Are there uneducated children? Teach them. Are people rejected because of the color of their skin? Befriend them.'The widow of Zarephath fed Elijah even though she had but a handful of flour and a little oil in a jug. (1 Kings 17:7–24) In this story she is recklessly generous. She gives the last of what she has to Elijah.We should all pause occasionally to ask if we are living with that kind of generous spirit. Maybe we have an abundance of oil and flour in our jars. Maybe we only have a little. Maybe we have a huge flour jar, or perhaps a very small one. No matter what we have, we can still learn to live with a generous spirit.",John Ortberg
469201,"['Mind', 'Quality', 'World']",ou will never do anything in this world without courage. It is the greatest quality of the mind next to honor,Aristotle
103065,"['education', 'happiness', 'hope', 'inspirational', 'intelligence', 'knowledge', 'life', 'love', 'philosophy', 'quotes', 'truth', 'wisdom']",f we learn to know that there is no enemy but we only have friend with misunderstanding then peace will be there,Debasish Mridha
11750,"['life', 'philosophy']",ake life easier by living in the present and believing in the future,Jonas Eriksson
335520,"['beach', 'belong-to', 'murat-ildan-quotes', 'stone', 'turkish-writers']",he stone you took away from a beach will long for that beach because it belongs there,Mehmet Murat ildan
351033,['environment'],"The river of his youth had been diverted and poured out broadly across the land to seep through dirt to the roots of crops instead of running in its bed. The river was no longer a river, and the desert was no longer a desert. Nothing was as it had been. He knew what had happened to the sagelands. He himself had helped burn them. Then men like his father had seized the river without a trace of evil in their hearts, sure of themselves but ignorant, and children of their time entirely, with no other bearings to rely on. Irrigators and fruit-tree growers, they believed the river to be theirs. His own life spanned that time and this, and so he believed in the old fast river as much as he believed in apple orchards, and yet he saw that the two were at odds, the river defeated that apples might grow as far as Royal Slope. It made no more sense to love the river and at the same time kill it growing apples than it made sense to love small birds on the wing and shoot them over pointing dogs. But he'd come into the world in another time, a time immune to these contradictions and in the end he couldn't shake old ways any more than he could shake his name.","David Guterson, East of the Mountains"
425960,"['Always', 'Basketball', 'Way']",he business always gets in the way of basketball,Jason Kidd
269105,"['biblioholism', 'book', 'reading', 'restaurant']","Indeed, there is something about reading in a restaurant that is borderline romantic. Leaning back in that corner booth, an evocative title in our hands, a stale cup of java in front of us, every so often bolting forward to jot a phrase onto the napkin, we look like, well, poets-unknown belletrists scraping through the hardscrabble years and awaiting the distinction that is imminent. the waiter of waitress refills our cup, we drop a memorable apothegm or two, share a laugh fraught with meaning, scope out the joint, and return to our tome. Nonbiblioholics strain to espy our title; conversation is struck up on things Kafkaesque and Kierkegaardian; and we forge a genuine biblioholic simpatico with all around.","Tom Raabe, Biblioholism: The Literary Addiction"
110632,"['buddha', 'debasish-mridha', 'debasish-mridha-md', 'gandhi', 'insanity', 'inspirational', 'miraboli', 'oscar-wilde', 'philosophy', 'quotes', 'tagore', 'they-may-think-i-m-insane', 'value-of-life']",hey may think I’m insane because I left my wonderful job. I may think they are insane because they don’t know the value of life,Debasish Mridha
76821,"['destruction', 'folly', 'imagination', 'war']","Do they see the lethal insanity of a race to the brink of oblivion, and then over the edge? Apparently not. If they did, surely they wouldn't be racing to begin with. Or is it a simple failure of imagination? One doesn't like to think such a rudimentary failing could bring about the end, yet...","Stephen King, The Dark Tower"
215443,"['authenticity-quotes', 'communication-quotes', 'communication-skills', 'confidence', 'first-impressions', 'integrity', 'motivational-speaker', 'passionate-living', 'relationship-quotes', 'susan-young']",assion is at the heart of your motivation. Let it fuel your spirit and feed your joy. It is your catalyst for courageous pursuits—and it will provide you the stamina to stick with it,"Susan C. Young, The Art of Being: 8 Ways to Optimize Your Presence & Essence for Positive Impact"
337619,['individuality'], man is known by the books he reads,Ralph Waldo Emerson
42988,"['change', 'circumstance', 'desperate', 'desperation', 'inspiration', 'inspire', 'motivation-quote', 'people', 'results']","People change only under two circumstances, one is called Inspiration and the other Desperation!!!! Unfortunately, both give results!",Harrish Sairaman
5529,"['connection', 'end', 'life', 'perfect']","Life's just a bunch of accidents, connected by one perfect end.",Daniel C. Tomas
295068,"['cats', 'stars']","I went outside. Tried taking in the billions of stars above, lingering long enough to allow each point of light the chance to scratch a deep hole in the back of my retina, so that when I finally did turn to face the dark surrounding forest I thought I saw the billion eyes of a billion cats blinking out, in the math of the living, the sum of the universe, the stories of history , a life older than anyone could have ever imagined. And even after they were gone--fading away together, as if they really were one--something still lingered in those sweet folds of black pine , sitting quietly, almost as if it too were waiting for something to wake.","Mark Z. Danielewski, House of Leaves"
199590,"['life', 'magic']","Where there is life, there will be magic; the one generates the other.","Kate Griffin, A Madness of Angels"
369922,"['apocalypse', 'mythology', 'science-vs-religion', 'war']","The visage of Lucifer mushroomed into hideousness above the cloudbank, rising slowly like some titan climbing to its feet after ages of imprisonment in the Earth.","Walter M. Miller Jr., A Canticle for Leibowitz"
279670,"['encouragement', 'inspirational-quotes', 'motivation']",lways be true to yourself and follow your dreams,LaDonna M. Cook
432917,"['Friend', 'MyFriend', 'Success']","If anyone has seen success and failure on a global stage, it's my friend Steve Forbes.",Peter Diamandis
229737,"['classic', 'fate', 'fortune', 'luck']","Oh, I am fortune's fool!","William Shakespeare, Romeo and Juliet"
266504,"['fitness', 'health', 'motivational-inspirational']","We are all bodybuilders, so build the house you want to live in.","Rodney  Page, The Resistance Revolution"
432822,"['Life', 'Nature', 'Risk']",he exposed nature of life in the public square affects leaders' attitudes toward risk - and failure,Dee Dee Myers
188621,"['dark', 'horror', 'imagination', 'insomnia', 'sleepless']",ight now I can't even control my own imagination as it grips my hair and drags me into the dar,"Tahereh Mafi, Unravel Me"
121268,"['heart', 'love']",he heart knows nothing except its own min,"David Levithan, The Realm of Possibility"
144696,"['ambition-quotes', 'hunger-quotes', 'sheep', 'shrewd', 'shrewdness', 'wisdom-quotations', 'wisdom-quotes', 'wise-man-quotes', 'wise-quotations', 'wise-quotes', 'wise-sayings-quotes', 'wolf']",hen a wolf is hungry it befriends sheep,Matshona Dhliwayo
496328,"['Last', 'Nation', 'Three']",his Nation has realized significant environmental improvements over the last three decades,Jerry Costello
459109,"['Advice', 'GoodAdvice', 'Me']",lease give me some good advice in your next letter. I promise not to follow it,Edna St. Vincent Millay
86684,"['empowerment', 'equality', 'gender', 'men', 'superiority', 'women']","I think women are foolish to pretend they are equal to men, they are far superior and always have been.","William Golding, Lord of the Flies"
220333,"['advice', 'choice', 'inspirational', 'personality', 'time', 'truth', 'wanting', 'will']","In truth, people can generally make time for what they choose to do; it is not really the time but the will that is wanting.","John Lubbock, The Pleasures of Life"
1168,"['love', 'romance']","There are many different types of kisses. There’s a passionate kiss of farewell—like the kind Rhett gave Scarlett when he went off to war. The kiss of I-can’t-really-be-with-you-but-I-want-to-be—like with Superman and Lois Lane. There’s the first kiss—one that is gentle and hesitant, warm and vulnerable. And then there’s the kiss of possession—which was how Ren kissed me now. It went beyond passion, beyond desire. His kiss was full of longing, need, and love, like all those other kisses. But, it was also filled with promises and pledges, some of which seemed sweet and tender while others seemed dangerous and exciting. He was taking me over. Staking a claim. He seized me as boldly as the tiger captured his prey. There was no escape. And I didn’t want to. I would have happily died in his clutches. I was his. And he made sure I knew it. My heart burst with a thousand beautiful blooms, all tiger lilies. And I knew with a certainty more powerful than anything I’d ever felt before that we belonged together. ","Colleen Houck, Tiger's Quest"
397786,"['canada', 'canadians']",urs is a sovereign nation Bows to no foreign will But whenever they cough in Washington They spit on Parliament Hill,Joe Wallace
341425,"['heroism', 'historical-fiction', 'inspiration', 'truth']","Once you're labeled as mentally ill, and that's in your medical notes, then anything you say can be discounted as an artifact of your mental illness.",Hilary Mantel
174177,"['communicating', 'learning', 'thinking']",reativity rudely trespasses and tramples on accepted grounds,"Ted Agon, The Human Key Condensed"
347263,"['EarthAbides', 'GeorgeR.Stewart']",he trouble you're expecting never happen,it's always something that sneaks up the other way.
151659,"['adventure-divas', 'feminism', 'travel']","Why is it that when Robert Redford-cum-Denys Finch Hatton flies away in the golden glow out of Africa, he is pursuing his destiny? And when I walk away I'm just a chick who's scared of commitment and on the run, who's weird for ignoring Glamour magazine's predictions of my eggs drying up? Learning is an underrated form of liberation.","Holly Morris, Adventure Divas: Searching the Globe for Women Who Are Changing the World"
126463,"['christian', 'elder-paisios', 'greece', 'mount-athos', 'orthodox', 'spirituality']","The person who has trust in divine justice is neither upset when treated unfairly, nor seeks his justice; on the contrary, he accepts the false accusations as if they were true, and does not try to convince others that he has been slandered; instead he asks to be forgiven...",Elder Paisios of the Holy Mountain
409646,"['love', 'marriage']",y wife thinks I'm too nosy. At least that's what she writes in her diary,Drake Sather
110829,"['be-a-great-success', 'be-a-success', 'compliment-someone', 'debasish-mridha', 'debasish-mridha-md', 'find-a-solution', 'inspirational', 'philosophy', 'quotes']","To be a great success detect the problem, find the solutions, never complain, but never forget to compliment someone.",Debasish Mridha
224180,['humorous'],"Sophie raised her head. Light filtering through the trees dappled her face. “Hawk.”Charlotte looked up as well. A bird of prey soared above the treetops, circling around them.“It’s dead,” Sophie said. “George is guiding it. He is very powerful.”The realization washed over Charlotte in a cold gush of embarrassment. “Is George spying on Richard and me?”“Always,” Sophie said. “All those perfect manners are a sham. He spies on everyone and everything. Declan hasn’t been able to conduct a single business meeting in the past year without George’s knowing all the details. He does let go when you make love. He is a prude.”“‘Prude’ is a coarse word. He has a sense of tact,” Charlotte corrected before she caught herself.“A sense of tact,” Sophie repeated, tasting the words. “Thank you. The other one is somewhere around here, too.”“The other one?”Sophie surveyed the woods. “I can smell you, Jack!”“No, you can’t,” a distant voice answered","Ilona Andrews, Steel's Edge"
99083,['reading'],"And when I read, and really I do not read so much, only a few authors, - a few men that I discovered by accident - I do this because they look at things in a broader, milder and more affectionate way than I do, and because they know life better, so that I can learn from them.","Vincent van Gogh, The Letters of Vincent van Gogh"
498680,"['Change', 'ChangeTheWorld', 'Me']",rinciples are the most important thing to me. One of the things I think my dad taught me was there are people who accept the world they live in and there are people who change the world they live in. I don't accept my circumstances,Ken Buck
116145,"['alone', 'motivational', 'self-help', 'walk-away', 'wisdom-of-lailah-gifty-akita']",othing is wrong if you walk alone ,Lailah Gifty Akita
179212,"['beginning', 'cute', 'end', 'letter', 'life', 'love', 'relationship', 'romance']", suppose I'll say it all started with a love lette,"Jenny Han, Always and Forever, Lara Jean"
482689,"['Always', 'Say', 'Week']","I'm always sad when Dad doesn't like my columns. He waits for them every week and usually likes them, in which case he doesn't say a word - it's only if he's critical that he bothers to call.",Sayed Kashua
196061,"['paranormal-romance', 'vampiric-romance', 'ya']","I can barely breathe. I feel like I’m going to explode. Jake Wilder is kissing me. French-kissing me. Is he even supposed to be French-kissing me for the play? I thought… Oh, who cares if he’s supposed to or not. He is, that’s all that matters.","Mari Mancusi, Boys that Bite"
7065,"['inspirational', 'self-determination', 'self-expression']",one of us will ever accomplish anything excellent or commanding except when he listens to this whisper which is heard by him alone,Ralph Waldo Emerson
330194,"['black-ops', 'contemporary', 'romance', 'suspense']","She had a hand on his belt, ready to show him exactly what she had in mind for the night, when he lowered to his knees between her legs, his hands spanning her ribs. Nervousness had vanished from his expression, replaced by eyes that gimmered with tenderness and perhaps even a hint of joy.","Melissa Cutler, Tempted into Danger"
331235,"['curiosity', 'openness', 'reading']","Lincoln was less well-read than many a professor or journalist, but what he read, he read deeply.","Richard Brookhiser, Founders' Son: A Life of Abraham Lincoln"
459520,"['Time', 'Today', 'World']","Today, for the first time in history, a Bishop of Rome sets foot on English soil. This fair land, once a distant outpost of the pagan world, has become, through the preaching of the Gospel, a beloved and gifted portion of Christ's vineyard.",Pope John Paul II
493704,"['Crazy', 'Me', 'People']","If there are a couple of adjectives people use to describe me, anger is usually in there. I've never taken that as criticism. It's the way I naturally communicate. But I'm not faux-angry, like Lewis Black, or angry like a gun-toting crazy person. I'm just angry in a mild way - it's not like I'm going to do anything about it.",David Cross
203946,"['beautiful', 'beauty', 'gentle', 'kind', 'kindness', 'radiant', 'richelle', 'richelle-e-goodrich', 'richelle-goodrich', 'shining']",he most irresistible beauty is the radiant glow from a kind and gentle heart,"Richelle E. Goodrich, Making Wishes"
88203,"['authors', 'energy', 'film', 'hear', 'laugh', 'live', 'love', 'morning', 'screenwriters', 'spirituality', 'sun', 'women', 'women-wisdom', 'writers-life', 'writers-quotes', 'you']", hear you in the morning sun,A.D. Posey
18666,"['age', 'three-graces', 'wisdom']", was tired of seeing the Graces always depicted as beautiful young things. I think wisdom comes with age and life and pain. And knowing what matters,"Louise Penny, A Fatal Grace"
281139,"['acceptance', 'inspirational']",nd sometimes - to get what you want - you must be prepared to accept the apparently unacceptable,"Anne O'Brien, Virgin Widow: England's Forgotten Queen"
498562,"['Free', 'Man', 'True']","There are two freedoms - the false, where a man is free to do what he likes; the true, where he is free to do what he ought.",Charles Kingsley
479376,"['Focus', 'Sheep', 'Sleep']",ut you can't focus on things that matter if all you've been is asleep for forty years. Funny how sleep rhymes with sheep. You know,Charlie Sheen
467839,"['Light', 'Science', 'Truth']","I can say, 'Well, I'm a male. I'm a male human. I'm a medical doctor. I'm an author...' If I go to a religious point of view, I will say, 'I am a soul. I am a spirit.' If I go into science, I will say, 'I am energy. I am light.' But the truth is I have no idea what I am.",Don Miguel Ruiz
114241,"['feelings', 'love', 'marriage', 'virtue', 'vows']","The importance of falling in love lies not in how it feels, but in what it perceives. And as always with our feelings, the key moral issue is how truthful the perception is... Falling in love is a sign that this might be someone with whom you could make a good marriage. Still, it's not enough, because the feeling is not always as perceptive as it should be... So falling in love is not the basis for a good marriage. It's not even a requirement. Marriage does not depend on falling in love; it depends on the promises you make to each other in your wedding vows and then spend a lifetime keeping. As many people have pointed out, you can't promise how you'll feel. But you can promise to cultivate a virtue, such as the virtue of love.","Phillip Cary, Good News for Anxious Christians: Ten Practical Things You Don't Have to Do"
395476,"['ability', 'achievement']",here are no credentials. They do not even need a medical certificate. They need not be sound either in body or mind. They only require a certificate of birth -just to prove they are first of the litter. You would not choose a Spaniel on these principles. (On aristocracy,David Lloyd George
497546,"['American', 'Positive', 'Way']","We have used the presence of UNMIK, as well as other European and American agencies to establish a legal framework compatible with the European Union and that is already an advantage. We have seen the positive effects of this and our parliament will continue to go this way.",Ibrahim Rugova
476753,"['Feelings', 'Lawyers', 'You']",arriage is really tough because you have to deal with feelings... and lawyers,Richard Pryor
459461,"['Change', 'Great', 'Positive']","Optimists are usually wrong. But all the great change in history, positive change, was done by optimists.",Thomas Friedman
446979,"['Influence', 'Men', 'Women']","It's tougher for women than men in Hollywood, period, if you ask me. As with most professions, women have generally not found equality with men when it comes to income and influence. There aren't as many female directors, producers, and writers, which translates to fewer complex roles for women.",Nazanin Boniadi
472673,"['Person', 'Sand', 'Think']",'m not one to think of burying my head in the sand - I've always been a positive person and still am now,Bastian Schweinsteiger
87726,"['likeability', 'women']",e have a world full of women who are unable to exhale fully because they have for so long been conditioned to fold themselves into shapes to make themselves likeable,"Chimamanda Ngozi Adichie, Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions"
193256,"['IsraelmoreAyivor', 'TheGreatHandBookofQuotes']",bscurity makes success undefined because success is crowned by sharing what you have with people who need i,you can't share if you keep hiding!
239619,"['art', 'heart', 'humanity', 'language', 'poetry', 'religion']","In many ways, religion comes from the same place in us that art comes from. The language of the human heart if poetry","Krista Tippett, Speaking of Faith"
313175,"['best-friend', 'debasish', 'debasish-mridha', 'fountain-of-beauty', 'mridha', 'philosophy', 'unlock']",e your own best friend and unlock the fountain of beauty,Debasish Mridha
129850,"['action', 'mind']","Your mind gives birth to an action and, whether you like it or not, it will never let it become orphaned",Dean Cavanagh
62186,"['research', 'science']","The population explosion is the primary force behind the remaining six groups of critical global events [diminishing land resources, diminishing water resources, the destruction of the atmosphere, the approaching energy crisis, social decline, and conflicts/increasing killing power].",Ron Nielsen
430240,"['Children', 'Darkness', 'Sleep']",here is no reason we should expect young children to enter the nocturnal darkness of sleep and dreams without help,Siri Hustvedt
355958,"['mass-media', 'media', 'models', 'real-women', 'social-perception', 'women']","The walls, where there was room, were well decorated with calendars and posters showing bright, improbable girls with pumped-up breasts and no hips - blondes, brunettes and redheads, but always with this bust development, so that a visitor of another species might judge from the preoccupation of artist and audience that the seat of procreation lay in the mammaries. Alice Chicoy...who worked among the shining girls, was wide-hipped and sag-chested and she walked well back on her heels...She was not in the least jealous of the calendar girls and the Coca-Cola girls. She had never seen anyone like them, and she didn't think anyone ever had.","John Steinbeck, The Wayward Bus"
397291,"['age', 'birthdays']","What can you say when your husband says: 'You can't expect me to remember your birthday when you never look any older.""""",Toni Anderson
322750,"['cynical-humor', 'cynical-quotes', 'cynicism', 'satire', 'satire-quotes']",hey tugged plans and ambitions out their asses and held tight to the first that didn't smell so strongly of shit,"Patrick Bryant, Hum A Radiant Sickness"
459612,"['Language', 'Life', 'Nationalism']",very major question in history is a religious question. It has more effect in molding life than nationalism or a common language,Hilaire Belloc
180324,"['compassion-quotations', 'compassion-quotes', 'enemy-quotations', 'enemy-quotes', 'forgive-quotes', 'kindness-quotes', 'matshona-dhliwayo-quotes', 'mercy-quotes', 'spiritual-quotations', 'spiritual-quotes', 'spirituality-quotes']",t is easier to forgive yourself of a thousand misdeeds than to forgive your enemy of one,Matshona Dhliwayo
225025,"['poverty', 'poverty-alleviation', 'poverty-quotes']","The poor eats with his eyes, the rich with his mouth.","Bangambiki Habyarimana, Book of Wisdom"
195644,['dream'],"The third dream was hard to put into words. It was a rambling, incoherent dream without any setting. All that was there was a feeling of being in motion. Aomame was ceaselessly moving through time and space It didn't matter when or where this was All that mattered was this movement. Everything was fluid, and a specific meaning was born of that fluidity. But as she gave herself up to it, she found her body growing transparent. She could see through her hands to the other side. Her bones, organs, and womb became visible. At this rate she might very well no longer exist. After she could no longer see herself, Aomame wondered what could possibly come then. She had no answer.","Haruki Murakami, 1Q84"
285175,"['academy', 'frostbite', 'mead', 'richelle', 'vampire']","Sweat isn't a bad thing,"""" he said, leaning his head against the wall thoughtfully. """"Some of the best things in life happen while your sweating. Yeah, if you get too much of it and it gets old and stale, it turns pretty gross. But on a beautiful women? Intoxicating. If you could smell things like a vampire does, you'd know what I'm talking about. Most people mess it all up and drown themselves in perfume. Perfume can be good...especially if you get one that goes with your chemistry. But you only need a hint. Mix about 20 percent of that with 80 percent of your own perspiration...mmm."""" He tilted his head to the side and looked at me. """"Dead sexy.","Richelle Mead, Frostbite"
310258,"['capitalism', 'classical-liberalism', 'economics', 'free-market']","How little one is justified in speaking in this connection of """"optimism"""" and """"pessimism"""" and how much the characterization of liberalism as """"optimistic"""" aims at surrounding it with an unfavorable aura by bringing in extrascientific, emotional considerations is best shown by the fact that one can, with as much justice, call those people """"optimists"""" who are convinced that the construction of a socialist or of an interventionist commonwealth would be practicable. Most of the writers who concern themselves with economic questions never miss an opportunity to heap senseless and childish abuse on the capitalist system and to praise in enthusiastic terms either socialism or inter ventionism, or even agrarian socialism and syndicalism, as excellent institutions.","Ludwig von Mises, Liberalism"
368654,"['experiment', 'experimental-physics', 'knowledge', 'math', 'mathematics', 'natural', 'natural-philosophy', 'naturalism', 'philosophy', 'physics', 'science']","I do not think the division of the subject into two parts - into applied mathematics and experimental physics a good one, for natural philosophy without experiment is merely mathematical exercise, while experiment without mathematics will neither sufficiently discipline the mind or sufficiently extend our knowledge in a subject like physics.",Balfour Stewart
364377,"['life', 'shakespeare']",he very stone one kicks with one's boot will outlast Shakespeare,"Virginia Woolf, To the Lighthouse"
106246,"['death', 'humanity', 'power']","History, memory - that is what makes us human, that, and our knowledge of death: 'by man came death'. For knowledge of death makes us wish to extend our lives at the expense of others. And this is the root of the struggle for power.","Saul Bellow, Herzog"
157345,"['decadence', 'depravity', 'life', 'living']",epravity and decadence are two sides of the same coin,Manoj Vaz
106754,"['faith', 'humanity', 'peace']","We belong together in love, in faith and in spirit.",Lailah Gifty Akita
440367,"['Children', 'Future', 'HardWork']",eachers do the noble work of educating our children. And we can't thank them enough for the hard work they put in every day to ensure a bright future for all of us,Denise Juneau
367722,"['innocence', 'jury', 'prejudice', 'reasonable-doubt', 'trial']","But in the absence of eye-witness there's always a doubt, sometimes only the shadow of a doubt. The law says 'reasonable doubt', but I think a defendant's entitled to the shadow of doubt. There's always the possibility, no matter how improbable, that he's innocent.","Harper Lee, To Kill a Mockingbird"
91782,"['beauty', 'love', 'relationships']","When you're interested in somebody and you think they might be interested in you, you should point out all your beauty problems and defects right away, rather than take a chance they won't notice them.","Alison Pace, If Andy Warhol Had a Girlfriend"
176076,"['inner-peace', 'meditation', 'quotes-and-saying', 'quotes-of-life', 'radhe-guru-maa', 'radhe-maa', 'radhe-maa-teachings', 'spiritual-insights', 'spiritual-leader', 'spiritual-quotes', 'spiritual-sayings', 'wisdom-quotes']",ive and take is business not bhakt,Radhe Maa
127208,['family'],amily. The greatest loyalty after God,"Sarah Dunant, Blood & Beauty: The Borgias"
226116,"['write', 'writers', 'writers-on-writing', 'writing']",on’t know where to begin writing? Just throw up on paper,Carolyn V. Hamilton
279313,"['business-advice', 'communication', 'humor', 'listening-skills', 'motivation', 'talking']",ake a concise statement clearly and you should only need to say it once,"Mary Mihalic, The 40 Best Business Tips No One's Ever Told You"
260161,"['heartbreak', 'heather-brewer', 'vampires', 'vladmir-tod']","Vlad's heart sank into his stomach, then squeezed its way down his leg and popped out of the hole in his shoe, where it struck the floor and broke.","Heather Brewer, Eighth Grade Bites"
479261,"['Group', 'Rebel', 'Yourself']",efy your own group. Rebel against yourself,Cathy Guisewite
14912,"['life-lessons', 'truth']",on't buy into a superficial reality. It has an expiration date,"Truth Devour, Wantin"
311384,"['ethics', 'methodology', 'religion', 'work']","Mr. Lilly, on the other hand, is not selling me a product I can use. He is selling a fancy new thing called a methodology. You know what a methodology is? It's a painted box filled with nothing except my own desires for a more profitable company. He is looking to take a percentage of the transaction between me and my own soul without creating any value. This is a very old trick that's been going on since religion began. It is without ethics and it distinguishes me from Mr. Lilly.","Charlie Close, Before the Ripcord Broke: Stories"
111057,"['debasish-mridha', 'debasish-mridha-m-d', 'inspirational', 'life-is-short-love-deeply', 'life-is-wonderful', 'philosophy', 'quotes']",ife is wonderful so love deeply.  Life is short so live it intensely,Debasish Mridha
56502,"['dislike', 'hatred', 'time', 'waste']",ever waste a minute thinking about people you don't like,Dwight D. Eisenhower
242590,['anger'],"To be angry is to yield to the influence of Satan. No one can make us angry. It is our choice. If we desire to have a proper spirit with us at all times, we must choose to refrain from becoming angry. I testify that such is possible.",Thomas S. Monson
370153,['thought-provoking'],"I often ponder....Isn't 'Light, Grey & Dark' similar to 'I, Me & Myself' ?",Saurabh Singal
321750,['secrets'],"Three may keep a secret, if two of them are dead.","Benjamin Franklin, Poor Richard's Almanack"
122250,"['fantasy', 'young-adult']","Oh, thank the gods. Now I can talk to someone about clothes without being asked how so-and-so would approve of it, or gobble down a box of chocolates without someone telling me I’d better watch my figure—tell me you like chocolates. You do, right? I remember stealing a box from your room once when you were out killing someone. They were delicious.” Aelin waved a hand toward the boxes of goodies on the table. “You brought chocolate—as far as I’m concerned, you’re my new favorite person.","Sarah J. Maas, Queen of Shadows"
