id,tags,quote,author
104582,"['historical-materialism', 'history', 'materialism', 'means-of-production', 'real', 'relations-of-production']","According to the materialist conception of history, the ultimately determining element in history is the production and reproduction of real life.",Friedrich Engels
371241,['metaphor'],"It would not be fair to say that the fire stole my faith, since in truth it has been slipping away from me all my life, flipping between my fingers like a shiny little minnow--such a far cry from the trophy salmon that dangled from my father's fist.","Elissa Janine Hoole, Kiss the Morning Star"
369834,"['asceticism', 'masochism', 'monastic-life', 'mythology']","Mental discipline, prayer and remoteness from the world and its disturbing visions reduce temptation to a minimum, but they can never entirely abolish it. In medieval traditions, abbeys and convents were always considered to be expugnable centres of revolt against infernal dominion on earth. They became, accordingly, special targets. Satan, issuing orders at nightfall to his foul precurrers, was rumoured to dispatch to capital cities only one junior fiend. This solitary demon, the legend continues, sleeps at his post. There is no work for him; the battle was long ago won. But monasteries, those scattered danger points, become the chief objectives of nocturnal flight; the sky fills with the beat of sable wings as phalanx after phalanx streams to the attack, and the darkness crepitates with the splintering of a myriad lances against the masonry of asceticism.","Patrick Leigh Fermor, A Time to Keep Silence"
173358,"['life-and-living', 'life-lesson']",y most beautiful and best days are ahead of me but behind me,Sivaprakash Sidhu
496878,"['Judgment', 'Sea', 'Without']","Regardless of what society says, we can't go on much longer in the sea of immorality without judgment coming.",Billy Graham
283785,"['ben-and-janelle', 'science-fiction-romance', 'unraveling', 'ya']","And the way it felt?"""" I whisper, as if that might soften the blow of embarrassment I'm about to deal. """"Is that how you were feeling - how you feel - about me?"""" A breeze comes off the ocean, and my skin feels strangely empty and open as he gives an almost imperceptible nod.","Elizabeth Norris, Unraveling"
297932,"['motivational', 'power-of-thoughts', 'power-of-words', 'wisdom-of-lailah-gifty-akita']",e careful of what you dwell on and what you say. Your thoughts and words will either acquit or condemn you,Lailah Gifty Akita
272283,"['chicano', 'el-paso-texas', 'family-relationships', 'hispanic-american', 'hispanic-identity', 'immigrant-experience', 'immigrant-fiction', 'immigrants', 'latino', 'sergio-troncoso', 'short-stories', 'short-story-collection', 'stories', 'texas']","I hated seeing these spasmodic upside-down chicken heads stretching to puncture my flesh. I imagined once that they reached my groin and pecked out my penis and my huevos and kept pecking until they got to my gut and my eyes and my brain, until I was just a pecked-out piece of human meat surrounded by thousands of nervous, dirty white chickens. I think that was about the time I fucked up a pair of chicken heads against a warehouse wall when no one was looking. Well, almost no one. Rueben was right behind me, and that's when he grinned his stupid grin. Maybe he hated the chickens as much as I did. Maybe he just knew que ya me iba también a la chingada. Maybe I was going on my first joy ride to hell and back, and it was fun to watch.","Sergio Troncoso, The Last Tortilla: and Other Stories"
434860,"['Musicians', 'Respect', 'Value']","I do value the respect I get from my contemporaries, but to have Oasis cover my song, to have Puff Daddy cover a song, to have Goldie come along to my gigs - that's where my ego is at. To have my fellow musicians like what I do, that's very cool.",David Bowie
172866,"['image-about-yourself', 'life-and-living', 'life-lessons', 'lifecoach']",earn to be comfortable in your own skin despite what you see and hear,Michelle Cook-Hall
324902,"['philosophical', 'philosophy', 'wisdom', 'wisdom-quote', 'wise-saying', 'wise-sayings']","You know a person is teaching the truth when no one debates it."""" ~ Amunhotep El Bey",Amunhotep El Bey
422265,['worry'],f things happen all the time you are never nervous. It is when they are not happening that you are nervous,Gertrude Stein
67528,"['death', 'done', 'ears', 'echo', 'echoes', 'fear', 'going', 'happened', 'hide', 'life', 'mind', 'philosophy', 'place', 'pounding', 'run', 'sadness', 'sorrow', 'what', 'where', 'why']","Listen to the sadness,the echoes in my mind,the place where I usually hide,but now I cannot find.Why had it happened?What had I done?Where was I going?Now I'm on the run.Hiding from the echoes,the pounding in my ears,the beatings getting louder,it isn't death, I fear!",Anthony T. Hincks
353376,['intuition'],"Intuition is really a sudden immersion of the soul into the universal current of live, where the histories of all people are connected, and we are all able to know everything, because it's all written there.","Paulo Coelho, The Alchemist"
492889,"['Man', 'Opinions', 'Value']","I have often wondered how it is that every man loves himself more than all the rest of men, but yet sets less value on his own opinions of himself than on the opinions of others.",Marcus Aurelius
247525,"['inspirational-quotes', 'life-lesson', 'memories']",ometime we must visit old memories to make new ones,Aisha Mirza
59359,['funny'],"The tavern keeper, a wiry man with a sharp-nosed face, round, prominent ears and a receding hairline that combined to give him a rodentlike look, glanced at him, absentmindedly wiping a tankard with a grubby cloth. Will raised an eyebrow as he looked at it. He'd be willing to bet the cloth was transferring more dirt to the tankard then it was removing. """"Drink?"""" the tavern keeper asked. He set the tankard down on the bar, as if in preparation for filling it with whatever the stranger might order. """"Not out of that,"""" Will said evenly, jerking a thumb at the tankard. Ratface shrugged, shoved it aside and produced another from a rack above the bar. """"Suit yourself. Ale or ouisgeah?"""" Ousigeah, Will knew, was the strong malt spirit they distilled and drank in Hibernia. In a tavern like this, it might be more suitable for stripping runt than drinking. """"I'd like coffee,"""" he said, noticing the battered pot by the fire at one end of the bar. """"I've got ale or ouisgeah. Take your pick."""" Ratface was becoming more peremptory. Will gestured toward the coffeepot. The tavern keeper shook his head. """"None made,"""" he said. """"I'm not making a new pot just for you."""" """"But he's drinking coffee,"""" Will said, nodding to one side. Inevitably the tavern keeper glanced that way, to see who he was talking about. The moment his eyes left Will, an iron grip seized the front of his shirt collar, twisting it into a knot that choked him and at the same time dragged him forward, off balance, over the bar,. The stranger's eyes were suddenly very close. He no longer looked boyish. The eyes were dark brown, almost black in this dim light, and the tavern keeper read danger there. A lot of danger. He heard a soft whisper of steel, and glancing down past the fist that held him so tightly, he glimpsed the heavy, gleaming blade of the saxe knife as the stranger laid it on the bar between them. He looked around for possible help. But there was nobody else at the bar, and none of the customers at the tables had noticed what was going on. """"Aach...mach co'hee,"""" he choked. The tension on his collar eased and the stranger said softly, """"What was that?"""" """"I'll...make...coffee,"""" he repeated, gasping for breath. The stranger smiled. It was a pleasant smile, but the tavern keep noticed that it never reached those dark eyes. """"That's wonderful. I'll wait here.","John Flanagan, Halt's Peril"
68614,"['class', 'equality', 'hierarchy', 'overcoming-obstacles', 'purpose', 'society', 'status']","We are the same, you and I. Whether samurai or night-hawk, the Suruga Dainagon or member of the Toudouza, it makes no difference. My sword is the proof....""""These words, wrung from the very depths of his soul, surprised even Seigen himself. He had not risen in the world merely in order to satisfy his ambition, but in order to repudiate hierarchical society and the fixed class system.","Takayuki Yamaguchi, シグルイ 15"
72772,['love-quotes'],"The more you create great music, the more it makes you eager to create more and more",Sami Abouzid
221828,"['adoption', 'healing', 'wounds']","Those who are wounded wound others. Moses was wounded profoundly when he lost his birth family, his heritage, and his history. In the years to come, he would come to know Jehovah-rophe, the Healer of life’s sicknesses and sorrows. Exodus 15: 26b says, “…for I am the Lord, who heals you.” (from Under His Wings: Healing Truth for Adoptees of All Ages)","Beth Willis Miller, Under His Wings...healing truth for adoptees of all ages"
255935,"['belief-system', 'god', 'inspirational', 'universe']","We are all made from the same seeds. It makes sense to say that compassion, love sunshine, water and nourishing seeds will grow into healthy, happy, fulfilled plants. You don’t have to like a certain kind of bread or be a bread maker to have faith. God invented more than brand of toasters to spread the seeds of faith. Those who become self-righteous bread makers shall have self-righteous toaster consciousness.If our belief system excludes us from sharing bread with those who do not believe the exact same manner as we do, that’s when its time to re-evaluate our belief system.","Sadiqua Hamdan, Happy Am I. Holy Am I. Healthy Am I."
46899,"['knowledge', 'reading']","I love people that read. I think it screams humility. When someone reads, they are essentially admitting they want more, that the world is not enough for them. They want more knowledge, more experience. Whatever this life is, they want more of it.",Nicholas Browne
138452,"['confusion', 'life', 'lost', 'reality', 'wonder', 'worldly', 'worldly-reality']","Life is fleeting, and the wonder can be lost within the confusion of worldly reality.","Steven Redhead, Life Is Simply A Game"
369976,"['biography', 'born-to-win', 'death', 'degradation', 'divine', 'fulfilling-your-destiny', 'fulfilment', 'heirloom', 'purpose-driven-life', 'purpose-in-life', 'purpose-of-life', 'purposeful-living', 'remembrance']",eaving the world without keeping an heirloom is a degradation of the divine purpose,"Michael Bassey Johnson, The Infinity Sign"
467661,"['American', 'Government', 'World']","Sharia has become an increasingly significant force in American capitalism, thanks to the embrace by Wall Street and the U.S. government of so-called Sharia-Compliant Finance. Indeed, this country's taxpayers now own the largest purveyor of sharia-compliant insurance products in the world: AIG.",Frank Gaffney
26398,"['intimacy', 'love', 'relationships', 'romance']",ust because lips have met doesn't mean hearts have joined. And just because two bodies are drawn to each other doesn't mean two people are right for each other. A physical relationship does not equal love,"Joshua Harris, I Kissed Dating Goodbye Study Guide"
37168,"['light', 'love', 'nature', 'poetry']","On the beach, at dawn:Four small stones clearlyHugging each other.How many kinds of loveMight there be in the world,And how many formations might they makeAnd who am I everTo imagine I could knowSuch a marvelous business?When the sun brokeIt poured willingly its lightOver the stonesThat did not move, not at all,Just as, to its always generous term,It shed its light on me,My own body that loves, Equally, to hug another body.","Mary Oliver, Swan: Poems and Prose Poems"
265001,"['atheism', 'atheist', 'evolution', 'science', 'supernatural', 'theology', 'truth']","Not only had I got rid of the theology and the supernatural, but I had found the truth of evolution.","Andrew Carnegie, The Autobiography of Andrew Carnegie"
435942,"['Dialogue', 'NewYork', 'People']","People recognize certain things, like 'D' means 'this dialogue stinks.' We're dealing with shows that are written here, shot in New York and posted back here. Accurate communication is a necessity.",Dick Wolf
333542,['wonder'],he pursuit of truth and beauty is a sphere of activity in which we are permitted to remain children all our lives,Albert Einstein
375399,"['avoiding-materialism', 'contentment']",anting less is probably a better blessing than having more,"Mary Ellen Edmunds, You Can Never Get Enough of What You Don't Need: The Quest for Contentment"
265525,"['ends', 'good-will', 'jewels', 'light-of-nature', 'value']","Even if, by some especially unfortunate fate or by the niggardly provision of stepmotherly nature, [the good will] should be wholly lacking in the power to accomplish its purpose; if with the greatest effort it should yet achieve nothing, and only the good will should remain (not, to be sure, as a mere wish but as the summoning of all the means in our power), yet would it, like a jewel, still shine by its own light as something which has its full value in itself.",Immanuel Kant
142857,"['happy', 'inspirational', 'joy', 'laugh', 'laughter', 'love']","Because when you’re laughing, there is no other emotion in that moment except for joy.","Robert Schimmel, Cancer on Five Dollars a Day* (*chemo not included): How Humor Got Me Through the Toughest Journey of My Life"
77047,['war'],"-- all that you left behind when you signed up. when you dropped out of that world, went out on the plains with the thousands of other eager, nervous, frightened young men to push the arms of civilization farther into the darkness, and suddenly you had everybody together, raw-boned, freckle-faced crackers and big fucking spades and tough little beaners from the east side, who knows, maybe even some crazy howling ragheads from the desert, inscrutable yellow and red skins with slanted and almond and olive eyes. It didn't matter where you came from, everybody was together, you were all crazed, laughing and shouting all this bullshit jive with reefer and booze and crystal methedrine in your veins and Independence Day going off over your head. And then a shell lands right in the middle and suddenly you're sitting in the pile of smashed cherry pie and scattered limbs screaming AAAAHHHHH! AAAAHHHHH! AAAAHHHHH! over and over again because you alone were untouched, because all those other lives and all those other voices that were laughing and shouting around you a second ago stopped, and were gone forever, and you alone kept talking into the void.","Reyoung, Unbabbling"
469778,"['Continue', 'Results', 'Than']",ourage to continue comes from deeper sources than outward results,Kenneth L. Pike
481920,"['Peace', 'Peaceful', 'Principles']",hina has been committed to the independent foreign policy of peace and has developed friendship and cooperation with all countries on the basis of the Five Principles of Peaceful Coexistence,Hu Jintao
410824,['motivation'],inning isn't everything. Wanting to win is,Catfish Hunter
288253,"['freedom', 'liberty']","But then I grew up, experienced some life, and I understood that when you merely switch from being a prisoner to being a guard, no one is freed, not even yourself.",Lisa Crystal Carver
30059,"['faith', 'hope', 'hopeful', 'overcoming-adversity', 'rest-in-god', 'soar', 'spiritual-growth', 'trust', 'trusting-god']",he fog may seem thick but the sun will surely pierce through and brighten up the sky. Allow yourself to continue to rest on the wings of God's love and watch yourself learn to soar high,Kemi Sogunle
244294,"['accomplished', 'god', 'man', 'national-transformation', 'obedient', 'plan', 'will']","God can accomplish His plan, only if a man will be fully obedient to His will",Sunday Adelaja
428908,"['Anything', 'Except', 'Nation']",e do not covet anything from any nation except their respect,Winston Churchill
462559,"['Funny', 'Government']",e thankful we're not getting all the government we're paying for,Will Rogers
209887,"['age', 'ambition', 'capable-of-more', 'educational-philosophy', 'lailah-gifty-akita-affirmations', 'lessons-learnt', 'motivation', 'possible', 'self-determination', 'self-help', 'wisdom', 'wise-words', 'work', 'you-can', 'youthful', 'youthful-optimism']",njoy your youthful times and do the all the work you can,"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind"
211045,"['behaviour', 'focus', 'gino-norris', 'goals', 'inspiration', 'inspired', 'motivation', 'progress', 'setting-goals', 'stress-diary']",et your end goal...the steps in between - is your pat,"Gino Norris, Stress Diary Journal"
45438,"['knowledge', 'reading', 'thinking']",eading furnishes the mind only with materials of knowledge it is thinking that makes what we read ours.,John Locke
126510,['family'],ne day you will do things for me that you hate. That is what it means to be family,"Jonathan Safran Foer, Everything Is Illuminated"
292358,['church'],"But wait ooo ....Alcohol(Outings & Fashion), Women/Men, Money, Thats all about it.you call this fun ? These don't satisfy ME and you both know how you feel when you are alone. IT STINKSJESUS SATISFIES, NOT CHURCH.",Mary Tornyenyor
472099,"['Care', 'Luck', 'Run']","Fess up, 'Hunger Games' fans: Does anyone care about Peeta or find him attractive? He's the Ron Weasley of the series: he gets points for callow valor and sympathy for his run of bad luck, but he remains a pasty, earnest bore.",Richard Corliss
256720,"['acknowledge', 'acknowledging', 'celebrate', 'celebrating', 'edmond-mbiaka', 'every-accomplaished-step', 'never-settle-for-less', 'never-settling-for-less', 'your-accomplishments', 'your-desire-for-the-future']","The idea of never settling for less, surely doesn't suggest not acknowledging and celebrating every accomplished step that leads to where you desire to be in the future.",
19829,['wisdom'],"A doctor may know more than a peasant, but a peasant and a doctor know more together.","Dan Buettner, Thrive: Finding Happiness the Blue Zones Way"
313831,"['deja-vu', 'faithful', 'path']",eja Vu confirms a faithful path worth taking,"T.F. Hodge, From Within I Rise: Spiritual Triumph Over Death and Conscious Encounters with The Divine Presence"
325334,"['erotica', 'romance']","Excited my little whore? Yes, that's what you are, letting me fuck you the way I do. You know that's not good. Letting me punish you. My cock wants to be down your throat, inside your pussy and…In your ass. You tease me with it every fucking day.","K.I. Lynn, Breach"
85028,"['adopt', 'adopted', 'adoptee-rights', 'adoptees', 'adoption', 'adoption-story', 'government', 'law', 'laws', 'national-adoption-day', 'national-adoption-month', 'original-birth-certificate', 'politics']",aws forbidding adoptees from accessing their original birth certificates are outdated and need to be changed today,DaShanne Stokes
497891,"['Captain', 'GrowingUp', 'Music']","Growing up, I had one very specific idea of what a wedding should be, and that was the wedding of Fraulein Maria and Captain von Trapp in 'The Sound of Music.'",Ellie Kemper
97024,"['calling', 'expertise', 'job', 'leadership', 'location']","You talk to leadership in China, and THEY are all the engineers. They get what is going on immediately. The Americans don't because they're all lawyers.",John Doerr
341602,"['african-authors', 'black', 'hair', 'race']",elaxing your hair is like being in prison. You're caged in. Your hair rules you. You didn't go running with Curt today because you don't want to sweat out this straightness. You're always battling to make your hair do what it wasn't meant to do,"Chimamanda Ngozi Adichie, Americanah"
175082,"['learning', 'mistakes', 'mistakes-we-make']","You'll learn. It takes time to kill the flesh, honey. It's kind of like those candles your father used to put on Mitchell's cake--the ones that relight when you think they're out. You've got to keep huffing and puffing and maybe even use the help of water before it's over, but eventually it's over, and that candle can't be lit even if you try -Mrs. Flannery","Heather  Randall, When Chicks Hatch"
468255,"['Child', 'College', 'Me']","I've participated in many demonstrations since I was a child. When I was at medical college, I was fighting King Farouk, then British colonization, against Nasser, against Sadat who pushed me into prison, Mubarak who pushed me into exile. I never stopped.",Nawal El Saadawi
81475,"['democracy', 'freedom', 'latin-america', 'spain']","Thirty years later, his regime had accomplished its historical task. Economic development had transformed Spanish society, radical mass politics had been extinguished, and democracy was no longer hazardous for capital. So completely had the dictatorship done its work that a toothless Bourbon socialism was incapable even of restoring the republic it had overthrown. In this Spanish laboratory could be found a parabola of the future, which the Latin American dictators of the 1970s – Pinochet is the exemplary case – would repeat, architects of a political order in which electors, grateful for civic liberties finally restored, could be trusted henceforward not to tamper with the social order. Today the Spanish template has become the general formula of freedom: no longer making the world safe for democracy, but democracy safe for this world.",Perry Anderson
261847,"['government', 'integrity']", hope we can continue to find ways to encourage integrity in all aspects of government operation,Ben Carson
19723,['wisdom'], Guardian is only as strong as its Muse,"Susie M. Hanley, Muse"
393908,['conversation'],"We don't talk, we hold forth. We don't converse, we expound.","J.D. Salinger, Franny and Zooey"
58054,"['calling', 'consciousness', 'destiny', 'employment', 'gift', 'god', 'impact', 'intense', 'intensity', 'jobless', 'joblessness', 'kingdom', 'life', 'living', 'love', 'money', 'opportunities', 'passion', 'people', 'pragmatic', 'principles', 'purpose', 'relevance', 'selflessness', 'service', 'serving-god', 'skills', 'talents', 'time', 'values', 'work']",se your resources wisely and spend quality time on developing your resource,Sunday Adelaja
167903,['words'],"He'd been given every word he needed, and every word had been stripped from me. I wanted them back. All of them.","Amy Harmon, The Bird and the Sword"
54845,['life-lessons'],"He who becomes the slave of habit,who follows the same routes every day,who never changes pace,who does not risk and change the color of his clothes,who does not speak and does not experience,dies slowly.He or she who shuns passion,who prefers black on white,dotting ones """"it’s"""" rather than a bundle of emotions, the kind that make your eyes glimmer,that turn a yawn into a smile,that make the heart pound in the face of mistakes and feelings,dies slowly.He or she who does not turn things topsy-turvy,who is unhappy at work,who does not risk certainty for uncertainty,to thus follow a dream,those who do not forego sound advice at least once in their lives,die slowly.He who does not travel, who does not read,who does not listen to music,who does not find grace in himself,she who does not find grace in herself,dies slowly.He who slowly destroys his own self-esteem,who does not allow himself to be helped,who spends days on end complaining about his own bad luck, about the rain that never stops,dies slowly.He or she who abandon a project before starting it, who fail to ask questions on subjects he doesn't know, he or she who don't reply when they are asked something they do know,die slowly.Let's try and avoid death in small doses,reminding oneself that being alive requires an effort far greater than the simple fact of breathing.Only a burning patience will leadto the attainment of a splendid happiness.",Martha Medeiros
149964,['feminism'],"Because even subversive sarcasm adds a cool-girl nonchalance, an updated, sharper version of the expectation that women be forever pleasant, even as we're eating shit.","Jessica Valenti, Sex Object"
296299,"['dreams', 'horses', 'survival']","I would close my eyes and dream of something strong, dream of horses exploding, rising into the air, their hearts beating survive, survive, survive.","Sherman Alexie, First Indian on the Moon"
40602,['LisaCron'],ach thing you add to your story is a drop of paint falling into clear wate,it spreads through and colors everything.
358519,"['costumes', 'gods', 'pagan', 'paganism']","Having spent all of my decision-making years as a Pagan of one stripe or another, I have long found it condescending at best to assume one cannot worship the old gods or believe in magick without breaking out the leather bracers, wings, or Ye Broken Olde English.","Thomm Quackenbush, Pagan Standard Times: Essays on the Craft"
312887,"['debasish', 'inspirational', 'lose-your-power', 'mridha', 'personal-power', 'philosophy', 'power-of-giving']","You lose your power not by giving it away, but by not giving it away.",Debasish Mridha
490720,"['Character', 'Me', 'Want']","I have been doing a lot of romantic movies, so such roles don't excite me much now. I would like to play an out-and-out, really cruel villain once. My character in 'Da Thadiya' had such a streak, but I want a full length villainous role. It is a different kind of excitement.",Nivin Pauly
428521,"['Coward', 'Gun', 'Protect']",nly a coward will use a gun to protect and get respect for themselves,Emmanuel Jal
494578,"['ChangeTheWorld', 'World']",t takes a different value system if you wish to change the world,Jacque Fresco
35605,"['butterflies', 'butterfly', 'flowers', 'goodbye', 'goodbyes', 'hurt', 'hurting', 'love-quotes', 'moon', 'poems', 'poetry', 'poetry-quotes', 'poets', 'sad-love', 'sadness', 'separation', 'verses']","a flower knows, when its butterfly will return, and if the moon walks out, the sky will understand;but now it hurts, to watch you leave so soon,when I don't know, if you will ever come back.",Sanober  Khan
251628,"['mothering', 'parenting']",e are the windows through which our children first see the world. Let us be conscious of the view,"Katrina Kenison, Mitten Strings for God: Reflections  for Mothers in a Hurry"
64944,"['abandoned', 'books', 'hogwarts', 'home', 'inspirational']","He wanted to be stopped, to be dragged back, to be sent back home... But he was home. Hogwarts was the first and best home he had known. He and Voldemort and Snape, the abandoned boys, had all found home here...","J.K. Rowling, Harry Potter and the Deathly Hallows"
214852,"['communion', 'pain', 'silence', 'suffering']","Suffering is only suffering if it's done in silence, in solitude. Pain experienced in public, in view of loving millions, was no longer pain. It was communion.","Dave Eggers, The Circle"
479373,"['Death', 'Life', 'LifeIsHard']","I want to give kids that fall-off-the-bed-laughing feeling. Either that, or the sixth-grade feeling that life is hard - sometimes unbearably hard - and it is ultimately about death. But in the meantime, life can be really funny, too.",Kate Klise
441609,"['Beautiful', 'Trees', 'Weird']","In nature, nothing is perfect and everything is perfect. Trees can be contorted, bent in weird ways, and they're still beautiful.",Alice Walker
230323,"['determinism', 'fate', 'free-will', 'philosophy', 'predictability', 'probability']","Predictability is not how things will go, but how they can go.",Raheel Farooq
409777,['love'],hat we can do for another is the test of powers  what we can suffer is the test of love,Brooke Foss Westcott
173451,['life-and-living'],nlike world I don't judge the people from their first impression,Singh Rajiv
86718,"['clichés', 'dignity', 'double-standards', 'empowerment', 'feminism', 'gender', 'hypocrisy', 'inequality', 'misogyny', 'morality', 'protectiveness', 'social-norms', 'stereotypes', 'womanhood', 'women']",nything may happen when womanhood has ceased to be a protected occupation,"Virginia Woolf, A Room of One's Own"
53628,"['insperational-thoughts', 'motivational', 'self-esteem', 'self-worth']",ever let the opinion of another affect your opinion of yourself,Teresa Mummert
37764,"['10th-anniversary-of-9-11', '9-11', 'beauty', 'faith', 'famous-quotes', 'famous-quotes-from-classic-books', 'grief', 'haiku', 'healing', 'history', 'human-rights-day', 'learning-from-history', 'national-history-day', 'quotes-by-aberjhani', 'recovery', 'remembering-september-11', 'world-suicide-prevention-day']",istory dressed up in the glow of love’s kiss turned grief into beauty,"Aberjhani, The River of Winged Dreams"
483162,"['21stCentury', 'Future', 'Jobs']","Investing in industries and technology for the 21st century generates high-skilled, high-wage jobs for industries of the future.",Jay Inslee
410226,"['medicine', 'sickness']", was sick  and ye visited me,Bible
317907,['DavidHaugsøen'],f I you were able to count all the snowflakes outsid,you would get a small fraction of how much i love you
341401,['GuyVanderhaeghe'],istory tells us what people d,historical fiction helps us imagine how they felt.
258505,['lovers'],ow much of it was real. How much of it was just a dream. Is it possible that all of it was just a play between two lonely people? Was this woman the one I really love or just the product of my imagination and of my desire to love and be loved. Would I be able to make this dream come true or was I heading into disillusionment and tragedy,"Stevan V. Nikolic, Weekend In Faro"
13085,"['encouragement', 'foolish-people', 'inspiration', 'life-lessons', 'motivation', 'philosophy', 'problems', 'quotes', 'the-theory-of-46-be-s', 'wise-people-quotes']","Wise people problems, becomes everyone's solution. Foolish people solutions becomes everyone's problem.",De philosopher DJ Kyos
377378,"['332', 'deception']","Nothing could be taken for granted. Women who loved you tried to cut your throat, while women who didn't even know your name scrubbed your back. Witches could sound like Katharine Hepburn and your best friend could try to strangle you. Smack in the middle of an orchid there might be a blob of jello and inside a Mickey Mouse doll, a fixed and radiant star.","Toni Morrison, Song of Solomon"
363184,"['judgement', 'malice', 'philosophy', 'schadenfreude', 'spite', 'the-media']","We are all the judges and the judged, victims of the casual malice and fantasy of others, and ready sources of fantasy and malice in our turn. And if we are sometimes accused of sins of which we are innocent, are there not also other sins of which we are guilty and of which the world knows nothing?","Iris Murdoch, Nuns and Soldiers"
118137,"['7-up', 'adult', 'bounce', 'businessman', 'canada', 'car', 'cherry', 'childhood', 'desert', 'diner', 'growing-up', 'kid', 'memory', 'music', 'shirley-temple', 'snow', 'swiss-chalet', 'wind']","7 Up soda pop mixed with bright pink grenadine with a chemical-tasting maraschino cherry stuck to the plastic straw. It was one of those drinks marketed for children, but Mandy could see that she wasn’t the only adult ordering one. For some reason or other these old-fashioned restaurants always seemed to attract old ladies ordering strawberry Jell-O with whipped cream, truck drivers ordering “worms and dirt” (chocolate pudding with Oreo cookies squished over the top in a glass bowl, fruit-flavoured gummy worms over the cookie crumbs) and businessmen trying not to get syrup from their hot fudge sundaes on their neckties and tailored suits. Mandy figured that maybe they were all trying to grasp a time way back in the past when they were all little children, excitedly ordering desert for a special occasion under the warm incandescent light from above, cheerful and bouncing music filling their minds. Hurriedly she ate the food, paid the tab and hurried back to her car in the bitter wind, not wanting to stick around for very long.","Rebecca McNutt, Shadowed Skies: The Third Smog City Novel"
318488,"['progress', 'science-and-change']","Those who ignore the destructive potential of new technologies can do so only because they ignore history . Pogroms are as old as Christendom , but without railways, the telegraph and poison gas there could have been no Holocaust. (..) Scientific fundamentalism claim that science is the disinterested pursuit of the truth. But to represent science in this way is to disregard the human needs science serves. Among us science serves two needs: for hope and censorship. Today only science supports the myth of progress. If people cling to the hope of progress, it is not so much from genuine belief as from fear of what may come if they give it up.","John Gray, Perros de paja: Reflexiones sobre los humanos y otros animales"
401877,['faith'],he higher animals are in a sense drawn into Man when he loves them and makes them (as he does) much more nearly human than they would otherwise be,C. S. Lewis
487719,"['Bike', 'Environment', 'Fun']", lot of fun stuff happens when you go out on a bike compared to when you're in a car. You're more in the environment. It's enjoyable. Even when It's raining It's still fun,Stone Gossard
285226,"['RichelleE.Goodrich', 'SlayingDragons']",he cup is both half full and half empt,it has never been one or the other. Stop obsessing over a trivial point and be thankful you have something to drink.
483658,"['Experience', 'Future', 'Growth']",ognitive therapy is a fast-acting technology of mood modification that you can learn to apply on your own. It can help you eliminate the symptoms and experience personal growth so you can minimize future upsets and cope with depression more effectively in the future,David D. Burns
426989,"['Money', 'Power', 'Relationship']","Regardless of the gender of the highest wage earner, the balance of power in the relationship will suffer if the higher earner uses control of the purse strings as a system of reward and punishment. It will also suffer if the lower earner takes a chippy, haughty attitude to spending money they haven't actually generated themselves.",Marian Keyes
468248,"['Community', 'Progress', 'Time']","Countless hours of physical therapy - and the talents of the medical community - have brought me new movement in my right arm. It's fractional progress, and it took a long time, but my arm moves when I tell it to.",Gabrielle Giffords
58924,"['funny', 'hero', 'sarcasm']","Well, someone slap my butt and give me a hero cookie. (Nick)","Sherrilyn Kenyon, Infinity"
311823,"['comedians', 'comedy', 'humor']","This is the funniest book I’ve ever held in my hands. --Dave Barry, Pulitzer Prize winning humorist and author says about Radical Sabbatical",Dave Barry
305182,"['jesus-christ', 'mary-magdalene', 'prostitute', 'prostitution']","There were icons of the Magdalen on the walls and paintings in the Western manner, all kitsch, trash. Mary M., Lucas thought, half hypnotized by the chanting in the room beside him; Mary Moe, Jane Doe, the girl from Migdal in Galilee turned hooker in the big city. The original whore with the heart of gold. Used to be a nice Jewish girl, and the next thing you know, she's fucking the buckos of the Tenth Legion Fratensis, fucking the pilgrims who'd made their sacrifice at the Temple and were ready to party, the odd priest and Levite on the sly.""""Maybe she was smart and funny. Certainly always on the lookout for the right guy to take her out of the life. Like a lot of whores, she tended towards religion. So along comes Jesus Christ, Mr. Right with a Vengeance, Mr. All Right Now! Fixes on her his hot, crazy eyes and she's all, Anything, I'll do anything. I'll wash your feet with my hair. You don't even have to fuck me.","Robert  Stone, Damascus Gate"
3634,"['life', 'photography']",he camera is an instrument that teaches people how to see without a camera,Dorothea Lange
497165,"['Confidence', 'Loss', 'Worry']",xperts said public companies worry about the loss of customer confidence and the legal liability to shareholders or security vendors when they report flaws,Barton Gellman
261149,"['character', 'cynicism']","When everything seems to be lacking integrity, you find it in yourself.",Madam Secretary
329000,"['happiness', 'increase', 'infinite', 'kneel', 'mankind', 'please', 'religion', 'serve', 'walk', 'worthwhile']","If you would serve God and be truly religious, do not kneel before God, but learn to walk with God, and do somethingtangible every day to increase the happiness of mankind. This is religion that is worthwhile, and it is such religion alone that can please the Infinite.",Christian D. Larson
266750,"['cure', 'diagnosis', 'health', 'medicine']","I put the word """"diagnosis"""" in quotes because I have not yet seen that case in which a """"diagnosis"""" led to a """"cure,"""" or in fact to any outcome other than a confirmed, and therefore an enforced, debility.","Joan Didion, Blue Nights"
258411,"['lovers', 'philosophy', 'poetry', 'poetry-life', 'quotes-love']","On Paper*some call it poetrybut it is just painon paper_____________________rassool jibraeel snyman (c) 2015""""The Poetic Assassin",rassool jibraeel snyman
